MatchID,Home,Away,Date,Season,Text
647,Manchester City,West Ham United,Fri 26 Aug 2016 15.58 BST,2016-17,"So far, so very good for the Pep Guardiola Manchester City project. A disrupted pre-season is no longer a factor and the Catalan’s side are flying. What will fascinate is when the Pep bounce falters and his side suffer a defeat. Slaven Bilic’s West Ham United won at the Etihad Stadium 2-1 last season, so might they be the team to offer City a first taste of adversity? Jamie Jackson"
648,West Bromwich Albion,Middlesbrough,Fri 26 Aug 2016 15.25 BST,2016-17,"This will be the first meeting between these sides since 2010 but the recent record is overwhelmingly in favour of the host club. Albion have won the past four, scoring 11 goals without conceding one – including 5-0 and 3-0 wins. Yet Middlesbrough will fancy their chances of a win following a solid start to the season – despite the midweek cup loss at Fulham. It will be close. Alan Smith"
649,Chelsea,Burnley,Fri 26 Aug 2016 14.53 BST,2016-17,"Burnley’s eye-catching win over Liverpool last weekend served as a warning to Chelsea that a fixture which once might have been considered a likely walkover actually has the potential to be awkward. “They are a very solid team in defensive situations, and always ready to go on the counter-attack with two forwards,” said Antonio Conte, who was impressed by Sean Dyche when the pair met at a coaches’ meeting in pre-season. “This is dangerous.” All three of his side’s successes to date have been narrow and nerve-jangling. This, too, should prove tight. Dominic Fifield"
650,Crystal Palace,Bournemouth,Fri 26 Aug 2016 14.29 BST,2016-17,"Something will have to give at Selhurst Park. These sides are currently pointless at the foot of the table, with Crystal Palace having been undone by set-pieces in each of their games and Christian Benteke’s lack of match fitness likely to see the record signing start on the bench. Wilfried Zaha may join him there after asking to leave this week. Bournemouth won in south-east London earlier this year as they surged to safety and Palace slipped the other way. This could condemn one of the sides to an international window dogged by self-doubt. Dominic Fifield"
651,Sunderland,Middlesbrough,Fri 19 Aug 2016 18.24 BST,2016-17,"While Wear-Tees clashes lack the fierce intensity of their Tyne-Wear cousins – the clubs are 35 miles apart – the atmosphere will still be highly charged. If David Moyes must trust Younès Kaboul’s defection to Watford does not leave Álvaro Negredo scenting blood, Jermain Defoe would relish defying Víctor Valdés. For the past five seasons Sunderland have failed to win a league game in August but, much as Moyes wants to put that right in his first home league match with his new club, Aitor Karanka could do with a derby win. Louise Taylor"
652,West Ham United,Bournemouth,Fri 19 Aug 2016 18.08 BST,2016-17,"Losing at Chelsea on Monday before playing in Romania on Thursday night was not the ideal way for West Ham United to prepare for their Premier League debut in their new ground. It has been a slow start to the season for the Hammers and Slaven Bilic will hope to have Dimitri Payet available from the start. Bournemouth, beaten by Manchester United last weekend, won this fixture last year thanks to Callum Wilson’s hat-trick. Jacob Steinberg"
653,West Bromwich Albion,Everton,Fri 19 Aug 2016 17.50 BST,2016-17,"West Bromwich Albion and Yannick Bolasie could face each other for the second consecutive weekend after the attacker moved from Crystal Palace to Everton in midweek. Ronald Koeman will need to decide whether to use him from the start or as a substitute, though that could depend on the fitness of Romelu Lukaku. Ashley Williams’ availability is also touch and go for the visitors. Alan Smith"
654,Stoke City,Manchester City,Fri 19 Aug 2016 17.21 BST,2016-17,"Can Pep Guardiola do it on a temperate afternoon in Stoke? Quite probably, unless the home side start more quickly than they did at Middlesbrough. last week. Mark Hughes waits on the fitness of Xherdan Shaqiri, whose free-kick illuminated a much better second half, before deciding who faces his old club and will have to continue with another City old boy, the 40-year-old Shay Given, in goal while Jack Butland is laid low. Guardiola has no such issues; his own first-choice keeper, Willy Caballero, is fighting fit. Nick Ames"
655,Tottenham Hotspur,Crystal Palace,Fri 19 Aug 2016 16.59 BST,2016-17,"Crystal Palace looked bereft of ideas in attack against West Brom on the opening day and they cross London this afternoon with Mile Jedinak and Yannick Bolasie no longer in their ranks. Connor Wickham will be keen to impress before Christian Benteke gets involved. It all points to a first win of the campaign for Tottenham, following on from their draw against Everton last weekend. Alan Smith"
656,Watford,Chelsea,Fri 19 Aug 2016 16.38 BST,2016-17,"Despite the best intentions of both managers this reunion has been billed as a grudge match. Antonio Conte earned Walter Mazzarri’s ire after mimicking his formation in a crunch Serie A fixture five years ago. He looks set to name an unchanged side after Chelsea’s late win over West Ham on Monday. The arrival of Younès Kaboul and Argentine midfielder Roberto Pereyra meanwhile will come too late for Watford this weekend, for whom Ben Watson is also suspended after his red card against Southampton. Paul MacInnes"
657,Swansea City,Hull City,Fri 19 Aug 2016 15.48 BST,2016-17,"The opening day brought welcome victories for both clubs – unexpectedly so in the case of Hull, who have not added to their threadbare squad since beating Leicester and remain without a permanent manager. Gylfi Sigurdsson, who came off the bench at Burnley, could start for Swansea. Borja Baston, Swansea’s club-record signing, has been ruled out with a thigh injury, Neil Taylor is being given more time to recover from Euro 2016 and Leon Britton has been laid low with illness this week. Stuart James"
658,Burnley,Liverpool,Fri 19 Aug 2016 15.33 BST,2016-17,"Two consecutive home games might have appeared an agreeable reintroduction to top-flight football for Burnley but it will not feel that way if last week’s defeat to Swansea is followed by another. Steven Defour should make his debut in midfield with David Jones having joined Sheffield Wednesday; Sean Dyche must wait to field Jon Flanagan, unavailable as he is on loan from Liverpool. An active Liverpool full-back, Alberto Moreno, was criticised after the 4-3 win at Arsenal but will retain his place after being backed by Jürgen Klopp. Nick Ames"
659,Leicester City,Arsenal,Fri 19 Aug 2016 13.28 BST,2016-17,"The season has barely got under way and yet, on the back of defeats on the opening weekend, this already feels like a significant game for both clubs. Arsenal did the double over Leicester last season but were second best to them where it really mattered and they also failed in an attempt to sign Jamie Vardy in the summer. Robert Huth is back from suspension for Leicester while Laurent Koscielny, Mesut Özil and Olivier Giroud could all return for Arsenal. Stuart James"
660,Southampton,Watford,Fri 12 Aug 2016 19.10 BST,2016-17,"Both clubs go into the new season with new managers for the first time since Alan Pardew and Malky Mackay were in charge of the respective clubs. Frenchman Claude Puel has joined Southampton while Italian maverick Walter Mazzarri takes charge of his first competitive match at Watford. The Saints are unbeaten in their past five against the visitors, and will be aiming to continue that run. Conor Matchett"
661,Hull City,Leicester City,Fri 12 Aug 2016 18.42 BST,2016-17,"Leicester City could hardly face an easier opening to their title defence. Managerless Hull City, with only 13 fit professionals, look ripe for the taking. The home side will be particularly short in defence, with three centre-backs – Alex Bruce, Harry Maguire and the captain, Michael Dawson – injured, as well as the goalkeeper Alan McGregor. Suspension means Robert Huth is the only notable absentee for Leicester, who may give a debut to Ahmed Musa. Paul Macinnes"
662,Everton,Tottenham Hotspur,Fri 12 Aug 2016 18.01 BST,2016-17,"Two teams that a season ago may have considered themselves equals come into the new campaign worlds apart. Ronald Koeman is in the process of rebuilding a squad that is lacking defensively, while Mauricio Pochettino will hope for further development from his talented young group. Everton have drawn their past three opening games 2-2, and a fourth would see them reach eight winless matches against Tottenham. Conor Matchett"
663,Arsenal,Liverpool,Fri 12 Aug 2016 17.48 BST,2016-17,"Arsène Wenger is expected to be without a number of players on fitness grounds and he will be forced to field a makeshift central defensive partnership. It is easy to feel that the new season has come too soon for him and Arsenal, and Liverpool, who have injury concerns of their own, will seek to heighten the nagging anxiety at the Emirates. They do, however, have a poor away record against Arsenal, winning only once in 20 matches across 15 years. David Hytner"
664,Manchester City,Sunderland,Fri 12 Aug 2016 17.41 BST,2016-17,"However much Pep Guardiola tries to downplay it, all eyes watch the impact he will make. For now, with Vincent Kompany injured, he welcomes David Moyes’s side with a defence featuring new signing John Stones plunged straight in, so a win by any manner will do. Yet given the club’s riches and the 45-year-old’s pedigree there is no excuse for Guardiola not to have City as serious contenders. The missions starts here. Jamie Jackson"
665,Chelsea,West Ham United,Fri 12 Aug 2016 17.07 BST,2016-17,This could be the game of the opening weekend. Antonio Conte may need some time to leave his mark on Chelsea but there is justified excitement at Stamford Bridge after last season’s horrors. West Ham arrive with two competitive games under their belt after progressing in the Europa League and it will be fascinating to see if Slaven Bilic can improve on last year’s fine performance. Alan Smith
666,Bournemouth,Manchester United,Fri 12 Aug 2016 16.16 BST,2016-17,"José Mourinho’s penultimate match in charge of Chelsea ended in a chastening defeat by Bournemouth at Stamford Bridge, so his first Premier League match as Manchester United manager may feel remotely familiar. Mourinho will hope the summer arrivals, namely Zlatan Ibrahimovic and Henrikh Mkhitaryan can ensure a different outcome against Eddie Howe’s men this time around. “Zlatan is a great player, but you can pick any one of their players who will be a threat to us,” said Howe, who could give debuts to Jordon Ibe and Lewis Cook. “We’re looking forward to the game.” Ben Fisher"
667,Crystal Palace,West Bromwich Albion,Fri 12 Aug 2016 15.59 BST,2016-17,"On paper this game between two of last season’s three lowest scoring sides may suggest a shortage of goals but their most recent meeting, at The Hawthorns in February, was a 3-2 classic. Yannick Bolasie looks to be on his way out of Palace but Alan Pardew expects him to be involved here, while Saido Berahino is in the visitors’ squad despite a chance he will move to Selhurst Park. Alan Smith"
668,Burnley,Swansea City,Fri 12 Aug 2016 14.29 BST,2016-17,This already has the feel of a game that will set the tone for both clubs’ fortunes. Burnley should give a debut to Johann Berg Gudmundsson but he is their only outfield signing so far – Aston Villa’s Ashley Westwood may follow – and there are concerns that last season’s Championship winners are thin on numbers and quality. Swansea must adjust to losing Ashley Williams and André Ayew in quick succession and the match comes too soon for record signing Borja Bastón. Both squads should look stronger at the month’s end but a negative start could be hard to claw back. Nick Ames
669,Middlesbrough,Stoke City,Fri 12 Aug 2016 14.05 BST,2016-17,"Back in the Premier League after a seven-year exile, Middlesbrough should showcase several of the nine new faces Aitor Karanka has imported to the Riverside this summer. Boro fans will be keen to take a first look at Víctor Valdés, Álvaro Negredo, Marten de Roon et al, while Joe Allen is set to make his Stoke debut following a £13m move from Liverpool. Given that Karanka’s side conceded only eight Championship goals at home last season Mark Hughes must trust his strikers are wearing their shooting boots. Louise Taylor"
670,Newcastle United,Tottenham Hotspur,Fri 13 May 2016 18.40 BST,2015-16,"Tottenham require a point to secure second place and finish above Arsenal for the first time since the 1994-95 season. Rafael Benítez, though, wants to extend already relegated Newcastle’s five-game unbeaten run on an afternoon when home fans are planning to serenade the Spaniard in the hope of persuading him to stick around next season and lead them out of the second tier. Tyneside’s Evening Chronicle devoted Friday’s front page to imploring Benítez to stay but some fear Everton might steal him. Louise Taylor"
671,Arsenal,Aston Villa,Fri 13 May 2016 18.28 BST,2015-16,"Arsenal have an outside chance of finishing second, which they have not done since 2004-05 and so it is possible that a campaign marked by frustration and volatility could end on something of a positive. It would be sweet for them if they could pip Tottenham and finish above them as they always do but thoughts have already turned to next season. The mood and the attendance at the Emirates will be interesting. Villa just want it all to stop. David Hytner"
672,Watford,Sunderland,Fri 13 May 2016 17.52 BST,2015-16,"One club, the fifth biggest in the league if ranked by stadium capacity, is delighted just to have avoided relegation; the other, recently promoted and 18th in the same rankings, is so disappointed to have spent the season in mid-table that they have just disposed of their manager. Sunderland will come 17th whatever happens but go into the gameare on a wave of survivalist euphoria; Watford could finish as low as 16th or as high as 11th, a difference of £6,180,415 in “merit payments”, but motivation may still be an issue. Simon Burnton"
673,Stoke City,West Ham United,Fri 13 May 2016 17.27 BST,2015-16,Victory for West Ham will ensure that they qualify for the Europa League and they could finish fifth if Manchester United slip up against Bournemouth. But will Slaven Bilic’s side be emotionally drained after their dramatic victory over United in the final game at Upton Park on Tuesday? Stoke City will be eager to end on a high and hold on to their place in the top 10 after picking up two points from their past six games. Jacob Steinberg
674,Southampton,Crystal Palace,Fri 13 May 2016 17.12 BST,2015-16,"Six wins from their last eight games have propelled Southampton up the table and they know victory tomorrow could be enough for them to steal sixth, and even possibly fifth place. Alan Pardew returns to a club where he had perhaps his least impressive spell in management with next Saturday’s FA Cup final on his mind, even more so after Joe Ledley’s unfortunate leg-break against Stoke last week, so an under-strength Crystal Palace side is a distinct possibility. Paul Chronnell"
675,Manchester United,Bournemouth,Fri 13 May 2016 16.52 BST,2015-16,"The question for Manchester United fans is simple and painful: how did it come to needing to beat Bournemouth and Manchester City to lose at Swansea to qualify for the Champions League? This is the barest of requirements for the United behemoth and expect Louis van Gaal’s job to be severely scrutinised should they end the season, as they begin Sunday as favourites to do, outside the top four. Jamie Jackson"
676,Everton,Norwich City,Fri 13 May 2016 16.17 BST,2015-16,"An afternoon with David Unsworth, Joe Royle and Duncan Ferguson sounds more like a sportsman’s dinner than a Premier League fixture but the trio of ex-Evertonians will lift Goodison Park’s mood following the sacking of Roberto Martínez. The visit of relegated Norwich City would have been a mutinous, horrible affair had Martínez been kept on for one more game and it will be revealing if his former players suddenly show more commitment than they have done in recent weeks. Andy Hunter"
677,Chelsea,Leicester City,Fri 13 May 2016 16.02 BST,2015-16,"The football at Stamford Bridge will almost feel incidental. More enticing will be the joyous reception granted the returning Claudio Ranieri with Roman Abramovich, the man who sacked him back in 2004, potentially watching on from his box in the West stand. Then there will be the accolades for Leicester City’schampions, and a second farewell to Guus Hiddink. Beyond that, the locals will merely be thankful this trying campaign is finally over. Dominic Fifield"
678,West Bromwich Albion,Liverpool,Fri 13 May 2016 15.07 BST,2015-16,"With Liverpool’s focus very much on Wednesday’s Europa League final against Sevilla in Basel, Jürgen Klopp is likely to name an under-strength side for the final league game. That could help Tony Pulis’s attempts to deliver some entertainment to Albion fans in their final match of a season in which they have steered clear of trouble but had precious few reasons to cheer. Paul Doyle"
679,Swansea City,Manchester City,Fri 13 May 2016 14.34 BST,2015-16,"West Ham’s late heroics on Tuesday night put Manchester City’s destiny back in their own hands and avoiding defeat tomorrow will suffice for them to finish in fourth place, even if hoping for Arsenal to lose at home to Aston Villa to have a chance of third may be pushing it. There were times this season when being comfortably safe on the last day looked highly unlikely for Swansea, and while the decision to award Francesco Guidolin the job full-time this week was a surprise, it was a deserved one. The Italian has probably done enough since succeeding Garry Monk to deserve a crack at a season from the start. Paul Chronnell"
680,Sunderland,Chelsea,Fri 6 May 2016 17.57 BST,2015-16,Sunderland really need to win this to keep their survival hopes intact but considering they have not scored in their last three home games and how they have historically struggled against last season’s champions – winning only two of the past 24 meetings – it will not be easy. Sam Allardyce’s team will also know Norwich’s result by the time they get under way potentially adding more pressure. Alan Smith
681,Aston Villa,Newcastle United,Fri 6 May 2016 17.33 BST,2015-16,"Three points are a must for Newcastle to stay ahead in the race to avoid relegation. Rafael Benítez has provided United with a new-found confidence and, unbeaten in four, they should really have the measure of a Villa side whose embarrassing run of defeats now stands at 11. While they scored twice in their past two games, a shambolic defence has shipped four and three in the process. Alan Smith"
682,Norwich City,Manchester United,Fri 6 May 2016 17.12 BST,2015-16,Alex Neil felt last weekend’s defeat at Arsenal was their best away performance against one of the bigger teams this season but the clock is ticking at speed now and three consecutive defeats – with no goals scored – have come at the worst possible time. Another home game in midweek against Watford is an opportunity to pick up points but they cannot afford to have fallen further adrift by then and something is surely required from an upbeat Manchester United. Nick Ames
683,Manchester City,Arsenal,Fri 6 May 2016 17.00 BST,2015-16,"Manchester City know if Manchester United and West Ham United lose their respective matches then victory over Arsenal secures a place in next season’s Champions League. For the away side, a draw for each of the Uniteds means Arsenal cannot be overtaken in their quest for a place in the top four. Whatever the results beforehand, expect both sides to go for the win their instincts demand. Jamie Jackson"
684,Tottenham Hotspur,Southampton,Fri 6 May 2016 16.09 BST,2015-16,"There is not, generally, a massive difference between coming in second rather than third but, for Tottenham, it would mean the world. The disappointment of their collapsed Premier League title push is still fresh but there remains the significant matter of finishing above Arsenal for the first time since 1994-95. Tottenham have guaranteed themselves a place in the top three but the runners-up spot would ensure that they finally enjoy supremacy in their neighbourhood. Southampton’s motivation continues to be Europa League qualification. David Hytner"
685,West Ham United,Swansea City,Fri 6 May 2016 15.50 BST,2015-16,"Swansea banished any lingering relegation fears with Sunday’s win over Liverpool, and their thoughts are now surely turning to finding a manager for next season. West Ham still have European places to play for, however, and while this penultimate game at Upton Park will be upstaged by Manchester United’s visit on Tuesday, Slaven Bilic has not given up on scraping into the top four. Paul Chronnell"
686,Liverpool,Watford,Fri 6 May 2016 15.31 BST,2015-16,"The Europa League final may be Liverpool’s focus, and Jürgen Klopp has confirmed the intensity of Thursday’s semi-final against Villarreal will influence his selection against Watford, but cup final places and the desire to finish higher than eighth should provide sufficient motivation at Anfield. Klopp cites the 3-0 defeat at Vicarage Road as one of the worst displays of his Liverpool tenure and will not want his players bullied again by Quique Sánchez Flores’s team. Andy Hunter"
687,Crystal Palace,Stoke City,Fri 6 May 2016 15.14 BST,2015-16,"Alan Pardew’s instinct will be to protect his players for the club’s second FA Cup final later this month but Crystal Palace, hampered by strains and sniffles, have won only once in 19 games – half the league campaign – and are still not mathematically safe. A point against a Stoke side who have been beaten twice already this season and whose own form has unravelled of late will be enough to guarantee the hosts a third top-flight campaign, and allow them to refocus on Wembley on 21 May. Dominic Fifield"
688,Leicester City,Everton,Fri 6 May 2016 14.48 BST,2015-16,"Last term this was Leicester’s first fixture back after 10 years’ absence and they had only four men with top-flight experience. This time Everton will give the new champions a guard of honour, free beer and pizza vouchers will be given to home fans and the Italian tenor Andrea Bocelli will serenade them as the party goes on. Matty James stands by for a first appearance of the season. Mark Tallentire"
689,Bournemouth,West Bromwich Albion,Fri 6 May 2016 13.15 BST,2015-16,"It is likely to be last on Match of the Day but Eddie Howe will be keen for Bournemouth to put on a performance in their final home game of an impressive debut season in the Premier League. So much so, the Bournemouth chairman, Jeff Mostyn, has forewarned supporters not to go on the pitch at the final whistle. Albion travel to the south coast level on points with the home side, who have lost five of their past six matches. Tony Pulis’s side are guilty of indifferent form themselves but salvaged a draw in their last away match at Tottenham and are more than capable of upsetting the mood once more here. Ben Fisher"
690,Swansea City,Liverpool,Fri 29 Apr 2016 18.58 BST,2015-16,"Swansea’s form has dipped on their travels since they secured Premier League safety but they remain tough hosts, having won their last three matches at home without conceding. Jürgen Klopp is likely to rotate his team to preserve others for Thursday’s Europa League semi-final second leg. A vibrant performance on Sunday from Daniel Sturridge could force the England striker into the lineup for that game. Paul Doyle"
691,Everton,Bournemouth,Fri 29 Apr 2016 18.36 BST,2015-16,"Everton face Bournemouth under pressure amid reports that fans will stage protests against Roberto Martínez. With several key defenders injured or suspended the chance of them extending their poor defensive record at Goodison is likely. Youngsters Matthew Pennington and Kieran Dowell may be handed their league debuts. Max Gradel could return for Bournemouth whose only win in their past five games came at relegated Aston Villa. Eddie Howe might see the game as an audition to replace Martínez as he is currently third favourite with bookies, behind Manuel Pellegrini and David Moyes, to do so. Graham Searles"
692,Newcastle United,Crystal Palace,Fri 29 Apr 2016 18.17 BST,2015-16,"Alan Pardew returns to the club where mention of his name still polarises opinion, in charge of a Palace side who may have reached the FA Cup final but remain on a shocking league run. They do though possess Yohan Cabaye, and Rafa Benítez will be anxious to stop Tyneside’s one-time favourite midfielder reminding the club what they are missing. Cabaye needs to be kept quiet if Newcastle are to secure the victory they so desperately need. Louise Taylor"
693,Manchester United,Leicester City,Fri 29 Apr 2016 18.00 BST,2015-16,"History beckons for Leicester City as they can clinch the Premier League title with victory against Manchester United. It would be a fairytale ending for Claudio Ranieri’s side who will have to cope without Jamie Vardy again after his suspension was extended. However, United will be looking to spoil the party as they have their own ambitions of securing a top-four finish. Bradley Lobo"
694,Watford,Aston Villa,Fri 29 Apr 2016 17.35 BST,2015-16,Aston Villa’s relegation was the worst kept secret in football until it was mercifully confirmed a couple of weeks ago. The real subplot surrounding this fixture is the future of Quique Sánchez Flores. The Spaniard guided Watford to an FA Cup semi-final and they sit safely in 12th place but just two wins in their past 11 league games has seemingly been a cause for concern for the club’s owners. Bradley Lobo
695,Chelsea,Tottenham Hotspur,Fri 29 Apr 2016 17.18 BST,2015-16,"Tottenham’s dreams of a first league title in 55 years may have already been dashed by the time they kick off at Stamford Bridge on Monday. A disappointing draw at home to West Brom put the Premier League trophy on a silver platter for Leicester. If Claudio Ranieri’s side fail to win at Old Trafford, Spurs will need to get three points at the home of the reigning champions. However, Chelsea fans and players have expressed a desire to see their London rivals fail in their title pursuit so the Blues will be fired up for this match. Bradley Lobo"
696,Southampton,Manchester City,Fri 29 Apr 2016 16.56 BST,2015-16,"Manuel Pellegrini faces a dilemma for his side’s trip to Southampton. City are far from certain of a top-four finish in the Premier League and failing that, the only way they can qualify for the Champions League next season is by winning the competition. That involves success against Real Madrid at the Bernabéu in midweek. Therefore, the Chilean is likely to rotate his squad and that might give Southampton extra incentive as they continue to chase a Europa League spot. Bradley Lobo"
697,Stoke City,Sunderland,Fri 29 Apr 2016 16.12 BST,2015-16,"With Sam Allardyce concerned that Crystal Palace are going to experience an FA Cup hangover against Newcastle United, there is increased pressure on Sunderland on Saturday. The good news for them is that Stoke City have lost their past three matches, conceding 12 goals in the process – and Sunderland need to turn draws into wins if they are going to stay up. Jacob Steinberg"
698,West Bromwich Albion,West Ham United,Fri 29 Apr 2016 13.45 BST,2015-16,"Slaven Bilic’s decison to rest players for the FA Cup sixth-round replay against Manchester United earlier this month showed the manager had serious ambitions about finishing in the top four. But a renaissance in fortunes for both Manchester clubs means West Ham must win this afternoon and hope Arsenal lose to stand a chance of reaching the Champions League. At least Bilic has a full squad to choose from for the trip to the Hawthorns, with striker Andy Carroll hoping to build on a run of six goals in his last six games. West Brom’s battling second half display against Spurs on Monday showed Tony Pulis’s side are not on the beach just yet, however. Ed Aarons"
699,Arsenal,Norwich City,Fri 29 Apr 2016 13.17 BST,2015-16,This one means everything for Norwich and a positive result would do wonders in their battle to avoid relegation. Arsène Wenger would simply sign up for some positivity. Although Arsenal have not yet confirmed their top four place – there remains work to be done – the bigger picture at the Emirates takes in the acute fan frustration. Wenger’s defiance and stubbornness are enduring. David Hytner
700,Leicester City,Swansea City,Fri 22 Apr 2016 18.52 BST,2015-16,"While few could deny that the suspension of Jamie Vardy is a significant blow to Leicester’s title aspirations, Claudio Ranieri’s side coped when he went five games without scoring in February and March – they won four and drew one. Swansea, who have nothing to play for and have won away only three times all season, should be pushovers for the hosts but the pressure of leading the pack can have a funny effect – just ask Kevin Keegan. Rich Flower"
701,Everton,Manchester United,Fri 22 Apr 2016 18.38 BST,2015-16,"Everton supporters could be forgiven for feeling a little concerned at the prospect of going into an FA Cup semi-final against the 11-times winners, Manchester United, with no centre-backs available. Suspension and injuries may conspire to leave a gaping hole that even Louis van Gaal’s turgid side can find a way through. But few people thought Everton had a chance in the 1995 final either only for Paul Rideout to prove them wrong. Rich Flower"
702,Sunderland,Arsenal,Fri 22 Apr 2016 18.28 BST,2015-16,"The mutual antipathy between Sam Allardyce and Arsène Wenger may have diminished to the point where it has almost been consigned to history but the pair’s more mellow relationship does not mean they have lost their competitive edge. And especially not when so much is at stake. While a win would enhance Sunderland’s survival chances considerably, Wenger’s need to make certain of Champions League qualification – while keeping those critics calling for his summer-time replacement at bay – should ensure a certain spice. Louise Taylor"
703,Liverpool,Newcastle United,Fri 22 Apr 2016 18.20 BST,2015-16,"Rafael Benítez’s return to Anfield as the interim manager of Chelsea in 2013 was overshadowed somewhat by Luis Suárez’s bite on Branislav Ivanovic. He heads back seeking a favour from his old club in his attempt to keep Newcastle in the Premier League, but Liverpool are not in the form to give one – regardless of what team Jürgen Klopp selects. With Villarreal in the Europa League semi-finals to come next week, Klopp may revert to the much-changed lineup that beat Bournemouth last Sunday. Andy Hunter"
704,Crystal Palace,Watford,Fri 22 Apr 2016 17.56 BST,2015-16,"Sunday’s semi-final features a meeting between sides whose Premier League form has ebbed away alarmingly this calendar year, pitting Quique Sánchez Flores, a manager apparently under pressure, against Alan Pardew, who has overseen one top-flight win in close to half a season. This is a rerun of the 2013 Championship play-off final, and figures from that nerve-jangling occasion remain in each team. Another anxious contest awaits. Dominic Fifield"
705,Tottenham,West Bromwich Albion,Fri 22 Apr 2016 16.49 BST,2015-16,"Tottenham can sense opportunity. They played brilliantly last Monday in their 4-0 win at Stoke, after Leicester had dropped points, and they are hell-bent on letting the leaders know that if the door is left open, they will charge through it. Mauricio Pochettino has banned his players from going to Sunday’s PFA awards dinner, because he will not allow the focus to slip before Monday night. Albion played as though their season was over in defeat at Arsenal on Thursday. David Hytner"
706,Aston Villa,Southampton,Fri 22 Apr 2016 16.23 BST,2015-16,"The departures of David Bernstein and Mervyn King from the board and the suspensions of Gabriel Agbonlahor and Jores Okore made it another dire week for Aston Villa in an already dreadful season. Things are unlikely to improve on Saturday with Southampton needing a win to keep their European hopes alive. Already relegated after nine defeats in a row, the only thing the Villa squad have left to play for is pride – but will they show any? Rich Flower"
707,Manchester City,Stoke City,Fri 22 Apr 2016 15.27 BST,2015-16,"As is the tale of their season, Manchester City were flying on arrival at Newcastle United on Wednesday night but stumbled surprisingly and could only draw against the relegation-threatened side. Now Stoke City must be beaten or Manchester United could overhaul Manuel Pellegrini’s side in the chase for a Champions League place. The visitors will need no reminding of how they dismantled City 2-0 in early December so this will be an intriguing watch. Jamie Jackson"
708,Bournemouth,Chelsea,Fri 22 Apr 2016 15.14 BST,2015-16,"Bournemouth’s victory over Chelsea in December was the penultimate league match of José Mourinho’s second tenure at Stamford Bridge and, when Glenn Murray struck late on, it ensured the champions remained mired in the bottom reaches of the table. Now Chelsea are three points clear of Eddie Howe’s side as the campaign draws to a close, but it is clear which club has enjoyed the better season. James Riach"
709,Norwich City,Sunderland,Fri 15 Apr 2016 18.32 BST,2015-16,"This is the type of game the phrase six-pointer was created for but the Friendship Trophy is more important for Sunderland, who would pull within a point of Norwich with victory. A win for Alex Neil’s team will give them at least a six-point cushion from the relegation zone – possibly more depending on events at St James’ Park – with four games to go. Newcastle, for once, will be hoping their local rivals win. Alan Smith"
710,Leicester City,West Ham United,Fri 15 Apr 2016 18.03 BST,2015-16,"Five games to go. Leicester can afford to slip up in two of them and still win their first title but on current form it looks like they might secure the trophy with time to spare. Victory against West Ham, likely still hurting from their FA Cup exit to Manchester United in midweek, would see Claudio Ranieri’s team 10 points clear of Tottenham before the Londoners play Stoke on Monday. This fixture last season was the moment Leicester started their recovery, winning 2-1. Alan Smith"
711,Newcastle United,Swansea City,Fri 15 Apr 2016 17.38 BST,2015-16,"Rafael Benítez celebrates his 56th birthday on Saturday but he will only be smiling if he secures his first win as manager of Newcastle United. Should Benitez’s players suffer another stumble survival will, realistically, be near impossible so the Spaniard could do with a strong performance from Jonjo Shelvey against his former employers. He must also cope without Daryl Janmaat, his Holland right back, who has undergone hand surgery after punching a dressing room wall in frustration during last Saturday’s defeat at frustration. Tynesiders can only pray Swansea’s Gylfi Sigurdsson’s recent stellar form deserts him. Louise Taylor"
712,Chelsea,Manchester City,Fri 15 Apr 2016 17.04 BST,2015-16,"Eyebrows would have been raised if you said these two would be long ruled out of title contention by mid-April before this most unpredictable of seasons began, but this will at least be a tad more competitive than City’s last visit to Stamford Bridge, where Manuel Pellegrini’s protest team were skewered 5-1 in the FA Cup. They could do with a win to help their top-four case. Alan Smith"
713,Stoke City,Tottenham Hotspur,Fri 15 Apr 2016 16.39 BST,2015-16,"By kick-off at the Britannia on Monday evening, Tottenham could be 10 points behind Leicester with five games to play. They should, however, have enough to beat Stoke, who remain saddled with selection problems in defence and have won only once in their last five outings. Jakob Haugaard has been unconvincing in goal so Stoke’s Irish veteran Shay Given could be brought in. Alan Smith"
714,Manchester United,Aston Villa,Fri 15 Apr 2016 15.58 BST,2015-16,"Wayne Rooney will expect to be named in the Manchester United starting XI for the first time since injuring a knee on 13 February in the 2-1 defeat at Sunderland. If he does not, expect a prolonged inquest into why. Especially as Aston Villa could be relegated at the final whistle, so are ideal opponents for the captain to ease his way back into the fray from the start. Jamie Jackson"
715,Arsenal,Crystal Palace,Fri 15 Apr 2016 14.51 BST,2015-16,"Arsenal have reached the point where they need a near-miracle for a title win and it feels like the imperative now is to button down a Champions League finish and, ideally, reel in Tottenham Hotspur. Their run-in looks favourable and they do have a cushion over fifth-placed Manchester United. Arsène Wenger merely wants victories over teams that Arsenal should be beating, and prayers to be answered. Crystal Palace have an FA Cup semi-final next Sunday. Has this been mentioned at all? David Hytner"
